article_id,sub_sectors
63cd59c75a39a0b7d34f4c39e70f8d20,Delivery Platforms
d41d8cd98f00b204e9800998ecf8427e,Image Editing Software
e9d717494d15f3d53d8e95f099728995,RegTech
6a58a02600d8f7f5415db61b24a03b76,Messaging Platforms
a1b2c3d4e5f6g7h8i9j0,Social Media Marketing
644b6d91033f15e4a84c3e7049598e15,Ticketing Platforms
644b6d91033f15e4a84c3e7049598e15,Music Streaming
,Transcription Services
a25c91b26b33f1b07f2a46b736371e28,AI Chatbots
54499331121b9f370001430db776e839,AI Search
d41d8cd98f00b204e9800998ecf8427e,App Store Alternatives
6c05851f8c671c40e158b2891e18f855,Social Media Monetization
89bd1f97e7c6f57f69c60d8163e0d542,AI Chatbots
89bd1f97e7c6f57f69c60d8163e0d542,Personal AI Assistants
3c9a57e93b154a438d72d41c413477f4,Social Media Monetization
a1b2c3d4e5f6,Social Media Platforms
62584f4a9b6d7c3e1a29,Mobile AI
62584f4a9b6d7c3e1a29,Personalized Experiences
a9b7c6d5e4f3a2b1c0d9e8a7b6c5d4e3,Recipe Platforms
9a4a872e3d1b93983a68c69968f43985,XR AI
1a9f2d3e4b5c6a7b8d9e0f1a2b3c4d5e,AI Events and Conferences
c6c9b7f9d55756a0c8815cf99520f3f7,Online Learning Platforms
6c81deda572c0319702f1e4352091663,Social Media Moderation
7853164182,Social Media Marketing
3a514d6125450577723fd40d3f609d24,AI Audio Generation
19727e7f249427b5809419e889c44244,AI Content Creation Tools
614ca003676c035c667d5ac97c247355,Live Streaming Platforms
28697018214605393071097136880387069663,Mobile Commerce
a93665a5929907c9c55576934a10e059,Ride-hailing
a93665a5929907c9c55576934a10e059,Urban Mobility
9b7c3a2e1f9d5b3c8a2b1e5d4a7f609e,AI Assistants
5e72a8f56b4a99c7a23cf157b81e713b,Visual Search
5e72a8f56b4a99c7a23cf157b81e713b,AI-Powered Search
7178c179b7086f597c51db50f1d0656e,Social Commerce
827ccb0eea8a706c4c34a16891f84e7b,Dating Apps
e4ca4294a051cf007a8c5e936d633f5f,Email Automation
651066d1a251f81c41a44785b7846b6a,Parenting Support Platforms
a1b2c3d4e5f6,Language Learning Apps
b1a02af8397e100a3cf4b59c886090b87063143c,Regulatory Tech
495d384544b71db64559a82b877af49c,Social Commerce Platforms
8e6b7a3c9d2f1e4a5b3c8d7e2a1b0a9c,AI-Powered Localization
e7ebec872472c04490bd6c41047d0c4e,AI Chatbots
e717107c30c875b7279d401f41c75f8d,Mobile App Stores
47b258c1b4a0c6c4f65619f55a10a9c8,Social Media Marketing
47b258c1b4a0c6c4f65619f55a10a9c8,Content Creator Tools
2f8b46a5b3c4d7e0f9a2c1b3d6e7f8a9,AI Chatbots
c0971a80b35640e9831e6a2a9a7f669c,Mobile Gaming
c0971a80b35640e9831e6a2a9a7f669c,PC Gaming
2334b25272364a81b8b317deff31f839,Digital Asset Management
3a379e1c6e39f3171c4df1378a91b4e9,Food Delivery Logistics
62555447726242986312085222704728243907,Decentralized Social Networks
e86d40c36167236c562a8151f774f325,Social Media Analytics
4d9a8f0a5e6b3c1a7b2f8e4c6d3a2b1,AI Chatbots
12345abc,AI-powered search
12345abc,Chatbots
d41d8cd98f00b204e9800998ecf8427e,Litigation
27b408c32a300576125093903a9068e0,AI-Powered Search
a1b2c3d4e5f6g7h8i9j0,Voice AI
a1b2c3d4e5f6g7h8i9j0,Audio Generation
c6b5f2a3d4e769b15a82cd98c3339321,Surveillance Tech
e98c9b5d8e878e31792b6a7f0a3e8691,Consumer Electronics
a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6,AI Agent Tools
81c3ae82ca66f0a82a5a26267e4e308e,Business Intelligence Platforms
2c4d8f7a9e3b5c298a7b6d1e0f2a3b4c,AI Image Generation
66247307,Food Delivery
a975cf0299b75913d08163edb10ef9aa,Investment Platforms
d41d8cd98f00b204e9800998ecf8427e,AI Research
6607a6155c7b3642f62981c6,Enterprise Search
2f994d8995306095058e4d2345c1631e,Early Stage Investments
614c9747-05b0-442f-9089-c3357e7d8bf1,Battery Technology
66b6a,Online Grocery
66b6a,Subscription Commerce
b94523f01e80d03c92a34ff3f912705a,AI-Powered Gaming
27a9d28b7241c8259b7892e77c3e522e,Chemical Supply Chain Management
1b8993d9738e5c8127955e7803475b14a08b22d2,Pathology
1b8993d9738e5c8127955e7803475b14a08b22d2,Diagnostics
17ef6c8d741543d2c2a686e7908026a1,E-commerce Payments
4052e851f6d5b0137995a352078b2f96,AI Tools
4052e851f6d5b0137995a352078b2f96,AI Mentorship
1c50d39195e5329b9f5b048a1162e9a0,SMB Lending
1c50d39195e5329b9f5b048a1162e9a0,Credit Underwriting
2d9430538cf5702fd3f4b42f1c1f701e,EV
2d9430538cf5702fd3f4b42f1c1f701e,Battery Technology
2d9430538cf5702fd3f4b42f1c1f701e,Nuclear Fusion
e64b98a1d54c3a5c3e2f3b9026789abc,AI Investment Platforms
4f933479a89322678b280c44c125667e,Fusion Energy
5a4d8e9c6e2b3a1f4a2b1c8a,Neobanking
5a4d8e9c6e2b3a1f4a2b1c8a,Cross-border Payments
6c8d2e9f1a1b4c5d8e9f0a1b2c3d4e5f,Authentication Technologies
649a8807d91d809351204c8821f73f32,Energy Efficiency
649a8807d91d809351204c8821f73f32,Decarbonization
493d0858509f5156f59f01c20f537731,Museum Management Software
65cfc2e1a819b52b6814a83b,Radiology
65cfc2e1a819b52b6814a83b,Diagnostic Imaging
602e61a0e004e41c3b9619a347618bb1,Predictive Maintenance
602e61a0e004e41c3b9619a347618bb1,Industrial IoT
5e491e817246b15675384d42e5e1e8b1c4c554f2,Rocketry
e59c819f090102f139f580a417a85800,Data Privacy Platforms
16a56105f3d08702f993ea6b52629f994188645f,Startup Competitions
a7a027157264b96692b0e169e884b50e,AI Events and Community
6f206b63253450a99e3896a13202511b,AI Events
77b54a0e9d7e681a1a68459c5b1e7a39,Genetic Engineering
77b54a0e9d7e681a1a68459c5b1e7a39,De-Extinction
86d939356580466776852c21a4c942a6,AdTech
86d939356580466776852c21a4c942a6,Marketing Automation
6c1925c34777752395f81a1556d292e9,AI Coding Tools
978a4f999b8183c14b5b529e27c8441f,Community Platforms
b6f01,AI Events and Networking
e85626933c0a19d4051a504b10a001302f9044bb,AI Policy
c6a5f4b6541f3d3a5b0a1b2a3c4e5f678901234,AI Events
38a0a0a52ef5294924c7c0754a1e1c48b6510b0a,AI-Driven Design
38a0a0a52ef5294924c7c0754a1e1c48b6510b0a,Manufacturing Automation
2f7cb34e8159357ee76152418f83d99f,Defense Robotics
2cf24dba5fb0a30e26e83b2ac5b9e29e1b161e5c1fa7425e73043362938b9824,Large Language Models
469c0f62d88615a75b84e2f3a85c8239,3D Content Creation Tools
34c5b98b3b15b88c93022b0748353d1b,AI Coding Services
2c0d303b8d7f622efd345a8a8c12f41c,Defense Robotics
827ccb0eea8a706c4c34a16891f84e7b,Sales Automation
827ccb0eea8a706c4c34a16891f84e7b,Revenue Intelligence
78c8dd51,Oncology
78c8dd51,Personalized Medicine
64b035270894e91678532f1e84862288,E-commerce Payments
e5b9f53c4393c7a00a501b64e2461e0c,AI Training Infrastructure
d46480181c13281989741436f3b34c2d,AI Platforms
668a59a392b54378107a72efb11cdb86,AI Events
6a193f97917545f892d35e725731f0f4,Biorecycling
6a193f97917545f892d35e725731f0f4,Enzyme Engineering
b4011a8f83831c114181b3163d4d2836,Anti-Drone Systems
f49b0e9d9833379a75f8b324519169e3,Synthetic Biology
f49b0e9d9833379a75f8b324519169e3,Drug Development
86f2c950b6a1a474e009572141dd62c2,AI Agents
86f2c950b6a1a474e009572141dd62c2,Unstructured Data Processing
a9488f75f6b17ca92d33463c79c39804,Aerospace
a9488f75f6b17ca92d33463c79c39804,Military Technology
f1a2b3c4d5e6f7a8b9c0d1e2f3a4b5c6,Quantum Hardware
a5b8d2e7f9c3a1b624d5e8a0b7c9d6f1,Energy Storage Systems
615b02c799a8a945a1f073bf75b0d90f,Expense Management
615b02c799a8a945a1f073bf75b0d90f,Corporate Cards
6f2c2a3d1b4e8c7a9f6d5e3c2b1a0987,AI Chatbots
b0b6954d07d999999d7e1c8433c1d6a165f470d160004e8b98568d1ffcc815e2,Expense Management
b0b6954d07d999999d7e1c8433c1d6a165f470d160004e8b98568d1ffcc815e2,Corporate Cards
f77180d39c9636a68244167d7999bc3c,Engineering Productivity Tools
e5136f325405010fc660b53f987752f719c1f264,Supply Chain Security
6a362d82208a88447736340f84d50781,Creative AI
6a362d82208a88447736340f84d50781,Design AI
7772ffb86485b55f4b13d6cf4e6aa115,Connected Fitness
814a7533a7775803c2f7efaa282e6d5a,AI Events
6f956b14-915b-479b-a8a7-d0c41e9928f0,AI Venture Funding
89cf72c1a436ca9477bc8fd096010f46827f404f,Drug Discovery
89cf72c1a436ca9477bc8fd096010f46827f404f,Research Platforms
3e66a7b168a7a1a56925f1755c71b473,Preventive Healthcare
3e66a7b168a7a1a56925f1755c71b473,Personalized Medicine
20250228techcrunchai,AI Events and Conferences
2c6c78a54f374436a4a98899f7157fa7,Factory Automation
2c6c78a54f374436a4a98899f7157fa7,Workplace Surveillance
4a85942b2562814c9c53656191581a28,AI Events and Competitions
8f9e2b3a1c4e5d7a6b8c9d0e1f2a3b4c,AI Events
24a4e3a7f17800f759b9a1f047310490,AI Events
284a4dd8d6b8f11b4b9d0c3367c78a74,AI Infrastructure
284a4dd8d6b8f11b4b9d0c3367c78a74,Cloud Computing
657df71b1d22926271f100e5671e5521,Accounting Automation
3b098c11875ef8f1d9b1a473363a018c,Defense Robotics
58c1a953313c8e740f9f60565703a383,Insurtech
58c1a953313c8e740f9f60565703a383,Embedded Finance
c5b742c127a9f331f4385d08313d1a73,Automated Decision-Making Platforms
3a49b7a65c7a93a8cbdb93f6884783146022f235,Maternity Care Platforms
26e4b50548493f5969a29f27f33e0c0b,AI Venture Capital
63e4b11b7657938655644b8e09687b14,3D Modeling
63e4b11b7657938655644b8e09687b14,Digital Reconstruction
c200b3e6c7fe458e34457948e10b719f,AI Code Generation
778e2e9b11426e22f2426b72cc240a5a,BNPL
778e2e9b11426e22f2426b72cc240a5a,Vertical SaaS for Dental Clinics
5dd6a5d97373805b66f8a408a58914f7,Security Awareness Training
6f374a5d8e7a3c2b1d9f5e8c0a2b7d6e,Sales Automation
a8f5b3c7e9d2a1b4c6f8e3d2a1b4c6f8e3d2a1b4,RegTech
1cae55973f1505378c96cf3d005c345b,Workforce Analytics
1cae55973f1505378c96cf3d005c345b,Industrial Automation
629a66306a753199818db498774a2e86,Manufacturing Robotics
4059704f6b50b0d780e8d98c9e60a073,Customs Automation
69f5b03b52e95994015290342f496828,Diagnostic Testing
708676253,AI Cloud Infrastructure
2b6922d0361e24989873515d330d4e68,Private Equity
6a204bd89f14c97b54359a3979f1d0b4,Startup Competitions
98a7f152474f4683979b31b5867f728a,Patent Analytics
a7163b2c4f40697039c6142dd281f1b3,Vertical Farming
6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,Mental Health Platforms
8438312c2d4c100616e1a7305a627a50,Fraud Detection
8438312c2d4c100616e1a7305a627a50,Financial Planning
3e86e52f7b506f3494d4a49a5912f6b4,Drug Discovery
70c750c4930986f5895704a95b54f7b7,Wearable AI Devices
b8ca547f9f1b0a1c49999e12732298d2,AI Events
6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,Facial Recognition Technology
d41d8cd98f00b204e9800998ecf8427e,AI Observability
d41d8cd98f00b204e9800998ecf8427e,Model Evaluation
559c62474cfb65576298ca0375c6a307,AI Code Generation
saronicraises600mtomass-produceautonomouswarships,Defense Robotics
2515ce5f298fd9c436720c20584237eb,Fertility Tech
b0744e1d9268519119272045dd186224,Call Center Solutions
f9f93a7b0d477e31e1a15e6d1c689609,AI Chatbots
7f4d473658d8531978c63d8918d0602b,Corporate Training
a9f2e64f8718dd76e1e68ff06d162060,AI Research
7a3b8c2d1e4f5a6b7c8d9e0f1a2b3c4d,Ridesharing
7a3b8c2d1e4f5a6b7c8d9e0f1a2b3c4d,Urban Mobility
6a562781b2756e2b023c125a66123c08,Customer Data Platforms
a27c4cf094f4b139843247d144d893a0,AI Translation Services
d41d8cd98f00b204e9800998ecf8427e,Contract Lifecycle Management
d41d8cd98f00b204e9800998ecf8427e,Legal AI
3a44958d77dae426d0c24846c16643d1,Wearable Sensors
3a44958d77dae426d0c24846c16643d1,Hormone Monitoring
683e2edd75f960a4655e269379061cae,Educational Gaming
683e2edd75f960a4655e269379061cae,Adaptive Learning Platforms
3b2148325305636308e4136a65ff1108,Multilingual AI Models
64a45f2d8fa6e7d8851e2c84c2c87981,Environmental Impact Assessment
64a45f2d8fa6e7d8851e2c84c2c87981,AI Ethics
3c5e191c033b368a9204201b936470d8,AI-Powered Search
3c5e191c033b368a9204201b936470d8,Research Tools
6c8e9c36a3f83a465a8147c86236d8e3,Humanoid Robotics
a7f8b9c2d1e5a4b3c8d7e6f5a4b3c2d1,Security Compliance
a7f8b9c2d1e5a4b3c8d7e6f5a4b3c2d1,Identity Security
66f5b796864f3350e9508735,AI Events and Conferences
b6c8a4998834f2263f0165409827c2f9,UI/UX Design Tools
6a1380d6638d597843270f08ff6ef208,Marketing Automation
6a1380d6638d597843270f08ff6ef208,AI-Powered Marketing
5fe66370cf45a5c6456222a71416c6f45852436f567d536830483a3875612747,Startup Competitions
b2992b39f611b69209c7c6ca0a376e92,Defense Robotics
21c77449f413f2782e5b7b10f3a8cf4f,Delivery Robotics
47139f1f89457786b607d920a7407889,Humanoid Robotics
47139f1f89457786b607d920a7407889,Embodied AI
